"","super_opeid","instnm","count","count_pq1","count_pq2","count_pq3","count_pq4","count_pq5","inventor","inventor_pq1","inventor_pq2","inventor_pq3","inventor_pq4","inventor_pq5","top5cit","total_patents","total_cites","share_q1","share_q2","share_q3","share_q4","share_q5","name","par_median","kq5_cond_parq1"
"215",2642,"College Of New Jersey",6188,223,396,590,1448,3531,0.0056561,0.0044843,0.0126263,0.0067797,0.0055249,0.0048145,0.0003333,37,103,0.0360374919198449,0.063994828700711,0.0953458306399483,0.234001292824822,0.570620555914674,"College Of New Jersey",122300,49.851116
"216",2654,"New Mexico Institute Of Mining & Technology",661,57,65,98,188,253,0.0378215,0.0175439,0.0615385,0.0408163,0.0531915,0.0237154,1.01e-06,24,1,0.086232980332829,0.0983358547655068,0.148260211800303,0.284417549167927,0.382753403933434,"New Mexico Institute Of Mining & Technology",91800,47.67683
"217",2657,"New Mexico State University",15149,2774,3288,3361,3273,2453,0.0019143,0.0010815,0.0009124,0.0017852,0.0015277,0.004892,0,35,4,0.1831143969899,0.217044029308865,0.221862829229652,0.21605386494158,0.161924879530002,"New Mexico State University",59300,17.780607
"218",2663,"University Of New Mexico",12064,1735,2129,2333,2893,2974,0.0029012,0.0017291,0.0018788,0.0025718,0.001037,0.0063887,0.0001702,59,379,0.143816312997347,0.176475464190981,0.193385278514589,0.239804376657825,0.246518567639257,"University Of New Mexico",73900,15.026551
"219",2668,"Alfred University",2044,166,250,416,540,672,0.0249511,0.0180723,0.012,0.0264423,0.0351852,0.0223214,0.0014712,70,112,0.0812133072407045,0.122309197651663,0.203522504892368,0.264187866927593,0.328767123287671,"Alfred University",90800,22.609419
"220",2699,"Clarkson University",2548,145,268,462,673,1000,0.038854,0.0137931,0.0298507,0.034632,0.0416048,0.045,0.0011277,274,226,0.0569073783359498,0.105180533751962,0.181318681318681,0.264128728414443,0.392464678178964,"Clarkson University",94600,52.99403
"221",2701,"Colgate University",3116,64,146,230,441,2235,0.0073813,0,0.0136986,0.0130435,0.0090703,0.006264,0.0006449,30,30,0.0205391527599487,0.0468549422336329,0.0738125802310655,0.141527599486521,0.717265725288832,"Colgate University",208900,36.53569
"222",2707,"Columbia University In The City Of New York",5529,290,317,506,676,3740,0.0191716,0.0034483,0.0157729,0.0197628,0.0266272,0.0192513,0.0003704,149,277,0.0524507144149032,0.0573340567914632,0.0915174534273829,0.122264423946464,0.676433351419787,"Columbia University In The City Of New York",169600,61.217045
"223",2708,"Barnard College",2331,158,184,213,289,1487,0.00429,0.0063291,0.0054348,0,0,0.00538,0,9,18,0.0677820677820678,0.0789360789360789,0.0913770913770914,0.123981123981124,0.637923637923638,"Barnard College",148000,52.820206
"224",2710,"Cooper Union For The Advancement Of Science & Art",788,80,71,95,141,401,0.0596447,0,0.0140845,0.0526316,0.0780142,0.074813,0.0054275,96,299,0.101522842639594,0.0901015228426396,0.120558375634518,0.178934010152284,0.508883248730964,"Cooper Union For The Advancement Of Science & Art",110100,51.646568
"225",2711,"Cornell University",13161,615,992,1377,1861,8316,0.0263658,0.0146341,0.0191532,0.0232389,0.027942,0.0282588,0.0011251,664,921,0.0467289719626168,0.0753742116860421,0.104627307955323,0.141402628979561,0.631866879416458,"Cornell University",143300,59.35437
"226",2722,"Fordham University",6986,569,620,876,1398,3523,0.0021472,0,0.0048387,0,0.0035765,0.0019869,0,14,118,0.0814486115087318,0.0887489264242771,0.125393644431721,0.200114514743773,0.504294302891497,"Fordham University",113300,52.093887
"227",2728,"Hamilton College",1964,78,122,129,294,1341,0.0050916,0,0,0.0155039,0.0034014,0.00522,1.2e-05,11,18,0.0397148676171079,0.0621181262729124,0.0656822810590631,0.14969450101833,0.682790224032587,"Hamilton College",164600,59.781792
"228",2732,"Hofstra University",7751,591,905,1049,1659,3547,0.0021933,0.001692,0,0.0038132,0.0018083,0.0025374,0,7,51,0.0762482260353503,0.11675912785447,0.135337375822475,0.214036898464714,0.457618371822991,"Hofstra University",105300,42.433891
"229",2739,"Ithaca College",6409,264,515,813,1353,3464,0.0035887,0,0.0058252,0.0073801,0.0036955,0.0025982,0.0003473,36,16,0.0411920736464347,0.0803557497269465,0.12685286316118,0.211109377437978,0.540489936027461,"Ithaca College",117800,36.243996
"230",2765,"Marist College",4248,261,324,483,927,2253,0.0042373,0,0.0030864,0.0041408,0.0064725,0.0039947,0.0004482,65,21,0.0614406779661017,0.076271186440678,0.113700564971751,0.218220338983051,0.530367231638418,"Marist College",119300,35.23074
"231",2785,"New York University",16436,1070,1454,1756,2520,9636,0.0038939,0.0046729,0.0020633,0.0017084,0.006746,0.003736,7.06e-05,71,518,0.065100997809686,0.0884643465563397,0.106838646872718,0.153321976149915,0.586274032611341,"New York University",130500,52.27713
"232",2798,"Pratt Institute",2241,202,277,351,511,900,0.0120482,0.009901,0.0108303,0.019943,0.0078278,0.0122222,0.0036361,72,154,0.0901383311021865,0.123605533244087,0.156626506024096,0.228023203926818,0.401606425702811,"Pratt Institute",96100,27.164322
"233",2803,"Rensselaer Polytechnic Institute",4724,238,393,568,1149,2376,0.0656224,0.0504202,0.0636132,0.0422535,0.0687554,0.0715488,0.0058136,588,740,0.050381033022862,0.0831922099915326,0.120237087214225,0.243226079593565,0.502963590177815,"Rensselaer Polytechnic Institute",114200,64.620743
"234",2806,"Rochester Institute Of Technology",7410,456,792,1284,1986,2892,0.037112,0.0197368,0.0290404,0.0272586,0.0372608,0.0463347,0.0021795,481,737,0.0615384615384615,0.106882591093117,0.173279352226721,0.268016194331984,0.390283400809717,"Rochester Institute Of Technology",95700,51.700191
"235",2816,"Siena College",3036,106,243,430,694,1563,0.0036232,0,0.0082305,0.0046512,0.0086455,0.0006398,0,5,17,0.0349143610013175,0.0800395256916996,0.14163372859025,0.228590250329381,0.514822134387352,"Siena College",116800,35.478165
"236",2823,"Saint John's University of Queens, NY",10040,1497,1900,1943,2033,2667,0.0010956,0,0.0015789,0.0020587,0.0004919,0.0011249,9.24e-05,14,6,0.149103585657371,0.189243027888446,0.193525896414343,0.202490039840637,0.265637450199203,"Saint John's University of Queens, NY",69200,47.379467
"237",2835,"State University Of New York At Albany",10414,920,1219,1657,2462,4156,0.0023046,0.0043478,0.002461,0.001207,0.0008123,0.003128,0.000116,69,746,0.0883426157096217,0.117053965815249,0.159112732859612,0.236412521605531,0.399078164009987,"State University Of New York At Albany",98000,43.444027
"238",2836,"Binghamton University",9045,858,916,1197,1995,4079,0.0063018,0.002331,0.0065502,0.0075188,0.00802,0.0058838,0.0001098,56,127,0.0948590381426202,0.101271420674406,0.132338308457711,0.220563847429519,0.450967385295743,"Binghamton University",104400,53.978477
"239",2837,"State University Of New York At Buffalo",13077,1034,1496,2114,3550,4883,0.007647,0.0038685,0.0053476,0.0042573,0.0095775,0.0092156,7.82e-05,136,182,0.0790701231169228,0.114399327062782,0.161657872600749,0.271468991358874,0.373403685860671,"State University Of New York At Buffalo",95300,42.464649
"240",2838,"State University Of New York At Stony Brook",8861,1446,1387,1416,2032,2580,0.0045142,0.0020747,0.0043259,0.0049435,0.003937,0.0062016,0.0002116,66,86,0.163186999210021,0.156528608509198,0.159801376819772,0.22931948989956,0.291163525561449,"State University Of New York At Stony Brook",73600,51.245296
"241",2842,"SUNY College At Buffalo",5762,585,842,1271,1777,1287,0.0019091,0.0017094,0.0011876,0.0031471,0.002251,0.000777,0.0003494,31,23,0.101527247483513,0.146129816036099,0.220583130857341,0.30839986115932,0.223359944463728,"SUNY College At Buffalo",77700,17.964052
"242",2845,"SUNY College At Geneseo",5437,208,411,789,1594,2435,0.0029428,0,0,0.0012674,0.0031368,0.0041068,0,9,9,0.0382563913923119,0.0755931579915395,0.145116792348722,0.293176384035314,0.447857274232113,"SUNY College At Geneseo",107400,44.03894
"243",2854,"SUNY College Of Technology At Alfred",3473,459,687,902,895,530,0.0034552,0,0.0014556,0.0055432,0.003352,0.0056604,0.0002888,11,0,0.13216239562338,0.197811690181399,0.259717823207602,0.257702274690469,0.152605816297149,"SUNY College Of Technology At Alfred",66700,16.908049
"244",2862,"Broome Community College",5359,734,1109,1361,1289,866,0.0024258,0.0013624,0,0.002939,0.003879,0.0034642,0,18,5,0.136965851838029,0.206941593580892,0.253965292032096,0.240529949617466,0.161597312931517,"Broome Community College",65700,9.1802225
"245",2866,"Fashion Institute Of Technology",5093,636,784,885,1058,1730,0.0035343,0,0.0038265,0.0056497,0.0047259,0.0028902,1.58e-05,18,23,0.124877282544669,0.153936775967014,0.173767916748478,0.207736108384057,0.339681916355782,"Fashion Institute Of Technology",79800,28.359838
"246",2868,"Hudson Valley Community College",9878,1165,1699,2228,2829,1957,0.0013161,0,0.0005886,0.0008977,0.0017674,0.0025549,0,22,14,0.117938854019032,0.171998380238915,0.22555173111966,0.286394006883985,0.198117027738409,"Hudson Valley Community College",74200,15.582024
"247",2872,"Monroe Community College",13550,1688,2128,2905,3937,2892,0.0011808,0,0.0004699,0.0017212,0.001016,0.0020747,1.59e-06,42,82,0.124575645756458,0.157047970479705,0.214391143911439,0.290553505535055,0.213431734317343,"Monroe Community College",77200,9.3637295
"248",2878,"Suffolk County Community College",18213,1948,2955,3815,5141,4354,0.0008785,0.0005133,0.0010152,0.0007864,0.0005835,0.001378,0,23,68,0.106956569483336,0.162246746829188,0.209465766210948,0.282270905397244,0.239060012079284,"Suffolk County Community College",81200,18.837868
"249",2882,"Syracuse University",11786,687,1050,1410,2124,6515,0.007721,0.0058224,0.0038095,0.0049645,0.0094162,0.0085955,0.001002,159,609,0.0582894960122179,0.0890887493636518,0.11963346343119,0.180213812998473,0.552774478194468,"Syracuse University",119700,51.621826
"250",2889,"Union College of Schenectady, NY",2044,77,159,207,330,1271,0.0122309,0,0.0062893,0.0096618,0.0212121,0.0118017,1.48e-05,24,12,0.0376712328767123,0.0777886497064579,0.101272015655577,0.161448140900196,0.621819960861057,"Union College of Schenectady, NY",134700,44.965881
"251",2894,"University Of Rochester",4321,236,291,543,735,2516,0.0215228,0.0084746,0.0103093,0.0165746,0.029932,0.022655,0.000452,157,175,0.0546169868086091,0.0673455218699375,0.125665355241842,0.170099514001389,0.582272622078223,"University Of Rochester",129200,52.672905
"252",2903,"Yeshiva University",1758,67,83,115,169,1324,0.0068259,0.0149254,0.0120482,0,0.0118343,0.0060423,0.0011074,24,16,0.0381114903299204,0.0472127417519909,0.065415244596132,0.09613196814562,0.753128555176337,"Yeshiva University",180100,47.529106
"253",2905,"North Carolina Agricultural & Technical State University",8143,1563,2231,1667,1600,1082,0.0014737,0,0.0008965,0.0029994,0,0.0046211,2.85e-06,12,12,0.191944000982439,0.273977649514921,0.204715706741987,0.196487780916124,0.132874861844529,"North Carolina Agricultural & Technical State University",52600,15.756986
"254",2906,"Appalachian State University",11497,481,1028,1883,2983,5122,0.0013047,0,0,0.0005311,0.0010057,0.0021476,6.11e-05,13,28,0.0418370009567713,0.0894146299034531,0.163781856136383,0.259458989301557,0.445507523701835,"Appalachian State University",105900,15.233072
"255",2918,"Davidson College",1843,19,47,89,192,1496,0.0070537,0,0.0212766,0.011236,0.0052083,0.0066845,1.82e-06,4,282,0.0103092783505155,0.0255018990775909,0.048290830168204,0.104177970699946,0.811720021703744,"Davidson College",208500,29.688522
"256",2920,"Duke University",7027,216,337,562,885,5027,0.0210616,0.0138889,0.0207715,0.0053381,0.0214689,0.0230754,0.0011895,269,501,0.0307385797637683,0.0479578767610645,0.0799772306816565,0.125942792087662,0.715383520705849,"Duke University",196000,50.391167
"257",2923,"East Carolina University",14080,964,1688,2440,3565,5423,0.0011364,0,0,0,0.0019635,0.0016596,7.58e-05,16,117,0.0684659090909091,0.119886363636364,0.173295454545455,0.253196022727273,0.38515625,"East Carolina University",96000,19.389063
"258",2972,"North Carolina State University",18534,860,1604,2594,4503,8973,0.0166181,0.0081395,0.0130923,0.0173477,0.0144348,0.0189457,0.0011839,622,1233,0.0464012085896191,0.0865436495090105,0.139958994280781,0.242958886370994,0.484137261249595,"North Carolina State University",111400,31.746281
"259",2974,"University Of North Carolina - Chapel Hill",16848,658,1205,1783,3318,9884,0.0045109,0,0.0033195,0.0033651,0.005425,0.0048563,0,137,85,0.0390550807217474,0.0715218423551757,0.105828584995252,0.196937321937322,0.586657169990503,"University Of North Carolina - Chapel Hill",129500,33.300896
"260",2975,"University Of North Carolina - Charlotte",10311,722,1258,1768,2807,3756,0.0049462,0.001385,0.0023847,0.0050905,0.0053438,0.0061235,0.0004971,100,130,0.0700223062748521,0.122005625060615,0.171467364950053,0.272233536999321,0.364271166715159,"University Of North Carolina - Charlotte",92300,25.022474
"261",2978,"Wake Forest University",4447,66,219,368,610,3184,0.0040477,0,0,0.0027174,0.004918,0.004397,1.07e-05,25,302,0.0148414661569597,0.0492466831571846,0.082752417360018,0.137171126602204,0.715988306723634,"Wake Forest University",191500,40.344776
"262",2984,"University Of North Carolina At Wilmington",8285,339,767,1280,2103,3796,0.0015691,0,0.0013038,0.0023438,0.0023776,0.0010537,0,8,49,0.0409173204586602,0.0925769462884731,0.154496077248039,0.253832226916113,0.458177429088715,"University Of North Carolina At Wilmington",106500,19.721117
"263",2997,"North Dakota State University - Main Campus - Fargo",8597,450,1124,2082,2754,2187,0.011632,0.0088889,0.0062278,0.0096061,0.0123457,0.0160037,0.0002528,149,102,0.0523438408747237,0.130743282540421,0.242177503780389,0.320344306153309,0.254391066651157,"North Dakota State University - Main Campus - Fargo",81900,32.840191
"264",3005,"University Of North Dakota",8885,417,915,1825,2847,2881,0.0042769,0.0023981,0.0021858,0.0060274,0.00562,0.0027768,8.24e-05,59,9,0.0469330332020259,0.102982554867755,0.205402363534046,0.320427687113112,0.324254361283061,"University Of North Dakota",90000,34.775791
"265",3014,"Baldwin Wallace University",3453,131,320,714,1082,1206,0.0031856,0,0.003125,0,0.0027726,0.0058043,0,3,0,0.0379380249058789,0.0926730379380249,0.206776715899218,0.313350709527947,0.349261511728931,"Baldwin Wallace University",89200,30.834982
"266",3018,"Bowling Green State University",17294,664,1725,3552,5677,5676,0.0014456,0.001506,0.0011594,0.0014077,0.0017615,0.0012333,1.87e-06,20,8,0.0383948190123742,0.0997455765005204,0.205389152307159,0.328264137851278,0.328206314328669,"Bowling Green State University",92800,20.360081
"267",3024,"Case Western Reserve University",3304,126,226,464,715,1773,0.0499395,0.031746,0.0663717,0.049569,0.048951,0.0496334,0.0027105,266,245,0.038135593220339,0.0684019370460048,0.14043583535109,0.216404358353511,0.536622276029056,"Case Western Reserve University",118200,54.677315
"268",3025,"Cedarville University",3615,117,350,686,1007,1455,0.0071923,0,0.0057143,0.0029155,0.0099305,0.0082474,2.81e-05,32,29,0.0323651452282158,0.0968188105117566,0.189764868603043,0.278561549100968,0.402489626556017,"Cedarville University",99500,28.670185
"269",3032,"Cleveland State University",4867,657,840,1162,1314,894,0.0028765,0,0,0.0060241,0.0022831,0.0044743,0.0004124,23,31,0.134990754057941,0.172590918430245,0.238750770495172,0.269981508115882,0.18368604890076,"Cleveland State University",72700,14.791094
"270",3037,"College Of Wooster",2147,84,179,343,490,1051,0.0069865,0.0238095,0.0055866,0.0058309,0.0102041,0.0047574,0,36,70,0.0391243595714951,0.0833721471821146,0.159757801583605,0.228225430833721,0.489520260829064,"College Of Wooster",108100,20.13604
"271",3042,"Denison University",1791,62,130,203,213,1183,0.0055835,0,0.0076923,0.0049261,0.0046948,0.0059172,1.05e-06,12,40,0.0346175321049693,0.0725851479620324,0.113344500279174,0.11892797319933,0.660524846454495,"Denison University",149300,30.201096
"272",3051,"Kent State University",25275,1799,3882,6335,7658,5601,0.0016222,0.0011117,0.0010304,0.0009471,0.0024811,0.0017854,6.03e-06,73,328,0.0711770524233432,0.153590504451039,0.250642927794263,0.302987141444115,0.22160237388724,"Kent State University",78400,15.81981
"273",3065,"Kenyon College",1844,14,69,168,304,1289,0.0059653,0,0,0,0.0098684,0.0062064,1.11e-05,10,17,0.00759219088937093,0.0374186550976139,0.0911062906724512,0.164859002169197,0.699023861171367,"Kenyon College",168400,30.148468
"274",3077,"Miami University",21111,656,1523,2849,4891,11192,0.0033632,0,0.0006566,0.002457,0.0028624,0.0043781,0.0001482,118,164,0.0310738477570935,0.0721424849604472,0.134953341859694,0.23168016673772,0.530150158685046,"Miami University",118800,28.109833
"275",3078,"Wright State University",10145,539,1328,2483,3282,2513,0.0024643,0,0,0.0040274,0.0015235,0.0039793,0,40,65,0.0531296205027107,0.130901922129128,0.244751108920651,0.323509117792016,0.247708230655495,"Wright State University",83200,16.685539
"276",3086,"Oberlin College",2911,147,211,353,548,1652,0.0054964,0,0,0.0028329,0.0036496,0.0078692,0.0003383,12,34,0.050498110614909,0.0724836825833047,0.121264170388183,0.188251459979389,0.567502576434215,"Oberlin College",127100,29.863447
"277",3100,"Ohio University",24009,1327,2704,4842,6785,8351,0.0032488,0.0030143,0.0011095,0.0020653,0.0023581,0.0053886,6.11e-05,73,37,0.0552709400641426,0.112624432504477,0.201674372110459,0.28260235744929,0.347827897871631,"Ohio University",90900,15.213553
"278",3119,"Sinclair Community College",15106,1679,2709,3935,4156,2627,0.0014564,0,0.0011074,0.0007624,0.0021655,0.0026646,0.0001403,31,27,0.111147888256322,0.179332715477294,0.260492519528664,0.275122467893552,0.173904408844168,"Sinclair Community College",70300,5.8335533
"279",3123,"University Of Akron",14603,1376,2361,3817,4275,2774,0.0065055,0.002907,0.0033884,0.0057637,0.0091228,0.0079308,0.0004108,170,168,0.0942272135862494,0.161679107032801,0.261384646990344,0.292748065466,0.189960966924605,"University Of Akron",74300,14.299824
"280",3125,"University Of Cincinnati",23911,1711,3325,4993,6894,6988,0.0073606,0.0017534,0.0027068,0.0042059,0.0095735,0.0110189,0.0013813,619,1120,0.071557023963866,0.139057337627034,0.208816026096776,0.288319183639329,0.292250428672996,"University Of Cincinnati",85200,15.863742
"281",3127,"University Of Dayton",7419,177,387,848,1673,4334,0.0111875,0.0056497,0.0103359,0.0129717,0.0089659,0.0119982,0.0001307,123,39,0.0238576627577841,0.052163364334816,0.114301118749158,0.225502089230355,0.584175764927888,"University Of Dayton",128400,36.603157
"282",3131,"University Of Toledo",15600,1149,2037,3264,4988,4162,0.0073718,0.0008703,0.0068729,0.0055147,0.0082197,0.009851,0.0002613,190,263,0.0736538461538462,0.130576923076923,0.209230769230769,0.31974358974359,0.266794871794872,"University Of Toledo",85200,17.338558
"283",3145,"Youngstown State University",9708,1012,1732,2628,2825,1511,0.0020602,0.0049407,0.0005774,0.0022831,0.0021239,0.0013236,0,19,0,0.104243922538113,0.178409559126494,0.27070457354759,0.290997115780799,0.155644829007005,"Youngstown State University",71500,14.348566
"284",3170,"Oklahoma State University",15047,989,1903,2900,4019,5236,0.0051838,0.0020222,0.0042039,0.0041379,0.0049764,0.0068755,0.0001333,128,73,0.0657273875191068,0.126470392769323,0.192729447730445,0.267096431182295,0.34797634079883,"Oklahoma State University",90000,32.675652
"285",3184,"University Of Oklahoma",16827,1083,1915,2677,3992,7160,0.0050514,0.0055402,0.0031332,0.0041091,0.006012,0.0053073,0.0001166,161,130,0.0643608486361205,0.113805194033399,0.159089558447733,0.237237772627325,0.425506626255423,"University Of Oklahoma",98500,30.455606
"286",3185,"University Of Tulsa",2340,126,290,465,528,931,0.007265,0.0079365,0.0103448,0.0129032,0.0018939,0.0064447,0.0001569,18,13,0.0538461538461538,0.123931623931624,0.198717948717949,0.225641025641026,0.397863247863248,"University Of Tulsa",93600,22.705172
"287",3210,"Oregon State University",12614,662,1221,2149,3307,5275,0.0099889,0.0045317,0.00819,0.008376,0.0096764,0.0119431,0.0003011,162,182,0.0524813699064531,0.0967972094498177,0.170366259711432,0.262169018550817,0.418186142381481,"Oregon State University",100600,32.703476
"288",3211,"Oregon Institute Of Technology",1354,145,230,318,445,216,0.0206795,0.0068966,0.0130435,0.0188679,0.0269663,0.0277778,0.0006525,45,19,0.107090103397341,0.1698670605613,0.234859675036928,0.328655834564254,0.159527326440177,"Oregon Institute Of Technology",76400,36.084667
"289",3213,"Portland Community College",15946,1945,2768,3643,3989,3601,0.0011915,0.0005141,0.0010838,0.001647,0.0002507,0.0022216,6.41e-05,37,549,0.121974162799448,0.173585852251348,0.228458547598144,0.250156779129562,0.225824658221498,"Portland Community College",72400,11.064582
"290",3216,"Portland State University",5930,493,749,1058,1566,2064,0.003204,0.0020284,0.0053405,0.0009452,0.0038314,0.0033915,1.12e-05,22,50,0.0831365935919056,0.126306913996627,0.178414839797639,0.264080944350759,0.348060708263069,"Portland State University",86900,24.099758
"291",3217,"Reed College",1358,71,116,215,221,735,0.0095729,0,0.0086207,0,0.0090498,0.0136054,0.0007079,13,242,0.0522827687776141,0.085419734904271,0.158321060382916,0.162739322533137,0.541237113402062,"Reed College",121900,27.120611
"292",3218,"Chemeketa Community College",8104,1097,1560,2054,2190,1203,0.0016041,0.0009116,0.0012821,0.0019474,0.0013699,0.0024938,0,12,0,0.135365251727542,0.192497532082922,0.253455083909181,0.270236920039487,0.148445212240869,"Chemeketa Community College",66100,9.4084663
"293",3223,"University Of Oregon",12790,641,1136,1962,2917,6134,0.0030493,0.0062402,0.0052817,0.0025484,0.0010285,0.0034235,0.0001406,74,227,0.0501172791243159,0.0888193901485536,0.15340109460516,0.228068803752932,0.479593432369038,"University Of Oregon",108700,29.115108
"294",3224,"University Of Portland",2709,76,149,413,686,1385,0.0055371,0.0263158,0.0134228,0.0024213,0.0043732,0.0050542,9.12e-07,29,73,0.0280546327057955,0.0550018456995201,0.152454780361757,0.253229974160207,0.511258767072721,"University Of Portland",117600,32.860935
"295",3238,"Bucknell University",3759,91,214,384,665,2405,0.0130354,0.010989,0.0280374,0.015625,0.0105263,0.0120582,0.0005282,76,49,0.0242085661080074,0.0569300345836659,0.102154828411812,0.176908752327747,0.639797818568768,"Bucknell University",149800,55.149799
"296",3239,"Bucks County Community College",8345,578,1043,1693,2539,2492,0.0011983,0,0,0.0011813,0.0015754,0.0016051,0.00012,39,56,0.0692630317555422,0.124985020970641,0.202875973636908,0.304254044337927,0.298621929298981,"Bucks County Community College",87000,18.494272
"297",3242,"Carnegie Mellon University",4651,112,358,505,849,2827,0.0752526,0.0357143,0.0363128,0.0712871,0.0730271,0.083127,0.0059734,837,1126,0.024080842829499,0.0769726940442916,0.108578800258009,0.182541388948613,0.607826273919587,"Carnegie Mellon University",134400,53.203964
"298",3274,"Haverford College",1252,49,70,137,163,833,0.0111821,0,0,0,0.0122699,0.0144058,0.0008075,12,26,0.0391373801916933,0.0559105431309904,0.109424920127796,0.130191693290735,0.665335463258786,"Haverford College",174200,39.357574
"299",3284,"Lafayette College",2303,62,48,216,406,1571,0.0143291,0,0.0208333,0.0231481,0.0147783,0.0133673,0.0004489,46,39,0.0269214068606166,0.0208423795049935,0.0937907077724707,0.17629179331307,0.682153712548849,"Lafayette College",156700,58.545597
"300",3289,"Lehigh University",4628,122,248,570,649,3039,0.0229041,0.0409836,0.0241935,0.0192982,0.0246533,0.0223758,0.0021117,216,290,0.0263612791702679,0.0535868625756266,0.123163353500432,0.140233362143475,0.656655142610199,"Lehigh University",138300,57.026768
"301",3325,"Millersville University Of Pennsylvania",6760,300,715,1272,2156,2317,0.0025148,0.0033333,0,0.0023585,0.0046382,0.0012948,0,16,0,0.0443786982248521,0.105769230769231,0.188165680473373,0.318934911242604,0.342751479289941,"Millersville University Of Pennsylvania",93500,22.181757
"302",3326,"Shippensburg University Of Pennsylvania",6884,317,726,1313,2177,2351,0.0017432,0,0.0013774,0.0007616,0.0018374,0.0025521,7.52e-07,7,0,0.0460488088320744,0.105461940732132,0.190732132481116,0.316240557815224,0.341516560139454,"Shippensburg University Of Pennsylvania",93000,31.418081
"303",3328,"West Chester University Of Pennsylvania",9146,435,845,1420,2578,3868,0.001312,0,0.0023669,0.0028169,0,0.0015512,0,24,256,0.0475617756396239,0.0923901158976602,0.155259129674174,0.281871856549311,0.42291712223923,"West Chester University Of Pennsylvania",102700,30.296284
"304",3329,"Pennsylvania State University",61298,3645,6490,10809,15920,24434,0.0076838,0.0041152,0.0053929,0.0052734,0.0087312,0.0092085,0.0004698,906,1371,0.059463604032758,0.105876211295638,0.176335280107018,0.259714835720578,0.398610068844008,"Pennsylvania State University",95400,30.24964
"305",3354,"Philadelphia University",2405,124,247,366,575,1093,0.0120582,0,0.0080972,0.0081967,0.0173913,0.0128088,0.0043917,129,345,0.0515592515592516,0.102702702702703,0.152182952182952,0.239085239085239,0.454469854469854,"Philadelphia University",99600,42.71978
"306",3370,"Swarthmore College",1408,67,104,154,203,880,0.0163352,0,0.0192308,0,0.0098522,0.0215909,3.13e-06,28,6,0.0475852272727273,0.0738636363636364,0.109375,0.144176136363636,0.625,"Swarthmore College",135900,49.128494
"307",3371,"Temple University",15236,1455,2298,2827,3759,4897,0.0018378,0.0006873,0.0008703,0.0028299,0.0010641,0.0026547,7.64e-05,28,100,0.0954975059070622,0.150826988710948,0.185547387765818,0.24671829876608,0.321409818850092,"Temple University",82700,35.593597
"308",3378,"University Of Pennsylvania",9653,357,492,776,1205,6823,0.01585,0.0168067,0.0182927,0.0103093,0.0149378,0.0164151,0.0005206,201,237,0.0369833212472806,0.0509686107945716,0.0803895162125764,0.124831658551746,0.706826893193826,"University Of Pennsylvania",175300,58.056877
"309",3388,"Villanova University",7066,147,315,530,1095,4979,0.0067931,0.0068027,0.0063492,0.0075472,0.0063927,0.0068287,0.0001389,47,6,0.0208038494197566,0.0445796773280498,0.0750070761392584,0.154967449759411,0.704641947353524,"Villanova University",159900,58.039921
"310",3395,"Pennsylvania College Of Technology",6823,589,1129,1900,1898,1307,0.003371,0,0.0017715,0.0042105,0.0047418,0.0030604,0.0001399,21,17,0.0863256631980067,0.165469734720797,0.278469881283893,0.278176755093068,0.191557965704236,"Pennsylvania College Of Technology",73400,19.285921
"311",3401,"Brown University",5998,173,270,459,699,4397,0.0206736,0.0115607,0.0111111,0.0261438,0.0257511,0.0202411,0.0010294,195,138,0.0288429476492164,0.0450150050016672,0.0765255085028343,0.116538846282094,0.733077692564188,"Brown University",197000,53.072048
"312",3404,"Johnson & Wales University",14496,1792,2612,2884,3104,4104,0.0009658,0,0.0003828,0.0006935,0.0016108,0.001462,3.13e-06,12,51,0.123620309050773,0.180187637969095,0.198951434878587,0.214128035320088,0.283112582781457,"Johnson & Wales University",75100,15.598872
"313",3406,"Providence College",4200,88,167,346,846,2753,0.002619,0,0,0.0028902,0.0023641,0.0029059,0,19,135,0.020952380952381,0.0397619047619048,0.0823809523809524,0.201428571428571,0.65547619047619,"Providence College",139300,45.554989
"314",3409,"Rhode Island School Of Design",1421,58,103,168,240,852,0.0204082,0.0517241,0.0097087,0.0119048,0.0333333,0.0176056,0.0058059,154,309,0.0408163265306122,0.0724841660802252,0.118226600985222,0.168895144264602,0.599577762139338,"Rhode Island School Of Design",142800,32.551945
"315",3410,"Roger Williams University",3317,113,254,470,822,1658,0.0048236,0,0,0.0085106,0.0024331,0.0060314,0.0002951,22,6,0.03406692794694,0.0765752185709979,0.141694302080193,0.247814290021103,0.499849261380766,"Roger Williams University",111600,31.616138
"316",3414,"University Of Rhode Island",9704,496,929,1424,2409,4446,0.0049464,0,0.0010764,0.0049157,0.0058115,0.005848,0.0002084,66,84,0.0511129431162407,0.0957337180544106,0.14674361088211,0.248248145094806,0.458161582852432,"University Of Rhode Island",105900,33.799889
"317",3425,"Clemson University",13325,440,915,1635,3008,7327,0.0087805,0.0022727,0.0120219,0.0103976,0.0106383,0.007643,0.0004422,169,179,0.0330206378986867,0.0686679174484053,0.122701688555347,0.225741088180113,0.549868667917448,"Clemson University",120200,37.842731
